cohort_month,0
2016-09,0.0
2016-10,0.022950819672131147
2016-12,0.0
2017-01,0.025198938992042442
2017-02,0.012903225806451613
2017-03,0.017341040462427744
2017-04,0.017101325352714837
2017-05,0.017977528089887642
2017-06,0.017662170841361593
2017-07,0.01483216237314598
2017-08,0.010604965051819716
2017-09,0.010513447432762836
2017-10,0.011559383499546692
2017-11,0.005681030899265623
2017-12,0.006982726938625505
2018-01,0.00916511527996563
2018-02,0.010744316412332606
2018-03,0.009212609759608465
2018-04,0.3782978089133999
2018-05,1.0
2018-06,1.0
2018-07,1.0
2018-08,1.0
